member_code,year,month,planned_hours,actual_hours,note
M052,2024,10,177,191,
M053,2024,10,170,183,
M054,2024,10,163,168,
M055,2024,10,190,210,
M056,2024,10,169,170,
M057,2024,10,184,190,
M058,2024,10,179,176,
M059,2024,10,190,188,
M060,2024,10,162,152,
M061,2024,10,176,182,
M062,2024,10,193,209,開発作業
M063,2024,10,176,183,
M064,2024,10,173,166,
M065,2024,10,184,196,
M067,2024,10,188,172,
M068,2024,10,188,212,
M069,2024,10,197,218,
M070,2024,10,179,185,
M071,2024,10,166,174,
M072,2024,10,189,180,
M073,2024,10,169,171,
M074,2024,10,191,195,
M075,2024,10,175,,
M076,2024,10,164,169,
M077,2024,10,183,198,
M078,2024,10,,188,
M079,2024,10,171,188,引継ぎ作業
M080,2024,10,191,188,
M081,2024,10,187,174,
M082,2024,10,165,152,
M083,2024,10,174,178,詳細設計
M084,2024,10,163,181,
M085,2024,10,171,165,
M086,2024,10,189,171,
M087,2024,10,173,184,
M088,2024,10,192,192,
M089,2024,10,182,165,テスト作業
M090,2024,10,181,196,
M091,2024,10,,204,
M092,2024,10,171,172,
M093,2024,10,193,206,
M094,2024,10,165,166,
M095,2024,10,174,170,
M096,2024,10,165,185,
M097,2024,10,167,174,
M098,2024,10,197,197,
M100,2024,10,174,187,障害対応
M101,2024,10,177,171,
M102,2024,10,183,171,
M103,2024,10,163,149,
M104,2024,10,192,173,
M105,2024,10,194,181,
M106,2024,10,165,181,
M107,2024,10,162,146,
M108,2024,10,193,206,
M109,2024,10,186,193,
M110,2024,10,169,178,
M111,2024,10,172,191,
M112,2024,10,192,190,
M113,2024,10,165,176,
M114,2024,10,166,189,
M115,2024,10,185,203,
M116,2024,10,177,168,障害対応
M117,2024,10,169,165,
M118,2024,10,166,169,
M119,2024,10,181,206,
M120,2024,10,176,180,
M121,2024,10,181,165,
M122,2024,10,167,176,
M123,2024,10,165,179,
M124,2024,10,162,148,
M125,2024,10,172,169,
M126,2024,10,162,158,
M127,2024,10,197,188,
M128,2024,10,193,198,
M129,2024,10,180,190,顧客打合せ
M130,2024,10,196,219,
M131,2024,10,170,171,
M133,2024,10,185,173,
M134,2024,10,181,199,
M135,2024,10,195,176,開発作業
M136,2024,10,193,188,
M137,2024,10,165,160,
M138,2024,10,197,184,
M139,2024,10,195,189,
M140,2024,10,174,180,
M141,2024,10,179,176,
M142,2024,10,,181,
M143,2024,10,194,203,
M144,2024,10,175,184,
M145,2024,10,170,183,
M146,2024,10,166,179,
M147,2024,10,184,180,
M148,2024,10,,172,
M149,2024,10,,195,
M150,2024,10,182,167,
M151,2024,10,185,185,
M152,2024,10,167,167,
M153,2024,10,196,205,
M154,2024,10,165,173,
M155,2024,10,182,205,
M156,2024,10,175,173,
M157,2024,10,196,183,
M158,2024,10,173,192,
M159,2024,10,166,150,
M160,2024,10,188,174,
M161,2024,10,174,179,
M162,2024,10,186,,
M163,2024,10,195,180,
M164,2024,10,165,154,
M165,2024,10,179,173,
M166,2024,10,171,,
M167,2024,10,177,196,
M168,2024,10,176,187,
M169,2024,10,166,172,
M170,2024,10,173,158,
M172,2024,10,179,188,
M173,2024,10,167,187,
M174,2024,10,194,196,
M175,2024,10,166,150,詳細設計
M176,2024,10,164,162,
M177,2024,10,194,208,
M178,2024,10,165,155,
M179,2024,10,185,181,
M180,2024,10,190,202,
M181,2024,10,182,,
M182,2024,10,187,196,
M183,2024,10,162,174,
M184,2024,10,193,213,障害対応
M185,2024,10,178,182,
M186,2024,10,172,175,リリース対応
M187,2024,10,175,168,
M188,2024,10,166,156,
M189,2024,10,174,177,
M190,2024,10,170,172,
M191,2024,10,192,202,
M192,2024,10,186,171,
M193,2024,10,195,212,
M194,2024,10,180,188,開発作業
M195,2024,10,188,173,
M196,2024,10,163,183,
M197,2024,10,184,200,
M198,2024,10,195,186,
M199,2024,10,165,182,
M200,2024,10,164,149,
M001,2024,11,188,201,
M002,2024,11,184,207,
M003,2024,11,186,177,
M004,2024,11,157,174,プロジェクトA対応
M005,2024,11,171,155,
M006,2024,11,163,157,
M007,2024,11,174,188,
M008,2024,11,184,168,
M009,2024,11,183,178,
M010,2024,11,167,189,
M011,2024,11,179,183,
M012,2024,11,183,194,
M013,2024,11,159,150,
M014,2024,11,177,171,
M015,2024,11,170,154,
M016,2024,11,176,184,詳細設計
M017,2024,11,162,153,障害対応
M018,2024,11,171,164,
M019,2024,11,164,171,プロジェクトA対応
M020,2024,11,156,157,
M021,2024,11,173,170,
M022,2024,11,169,161,
M023,2024,11,162,155,
M024,2024,11,157,152,
M025,2024,11,184,197,
M026,2024,11,181,197,
M027,2024,11,162,151,
M028,2024,11,167,188,
M029,2024,11,157,166,
M030,2024,11,180,203,詳細設計
M031,2024,11,157,142,
M032,2024,11,184,193,
M033,2024,11,178,187,
M034,2024,11,181,183,
M036,2024,11,159,146,
M037,2024,11,162,,
M038,2024,11,176,189,
M039,2024,11,181,195,
M040,2024,11,187,199,
M041,2024,11,174,198,
M042,2024,11,155,165,
M043,2024,11,179,187,
M044,2024,11,180,167,
M045,2024,11,186,208,
M046,2024,11,169,192,
M047,2024,11,158,156,
M048,2024,11,168,165,詳細設計
M049,2024,11,182,169,
M050,2024,11,180,202,
M051,2024,11,161,145,
M052,2024,11,175,189,
M053,2024,11,162,182,
M054,2024,11,162,158,
M055,2024,11,159,175,
M056,2024,11,187,199,
M057,2024,11,157,145,
M058,2024,11,173,173,
M059,2024,11,167,159,
M060,2024,11,162,151,
M061,2024,11,182,191,
M062,2024,11,175,196,
M063,2024,11,178,198,
M064,2024,11,170,171,
M065,2024,11,162,173,
M067,2024,11,157,159,
M068,2024,11,,168,
M069,2024,11,173,177,
M070,2024,11,172,161,
M071,2024,11,178,200,
M072,2024,11,184,209,
M073,2024,11,175,175,
M074,2024,11,162,172,
M075,2024,11,168,171,
M076,2024,11,177,190,顧客打合せ
M077,2024,11,155,152,
M078,2024,11,157,165,
M079,2024,11,175,161,
M080,2024,11,188,197,顧客打合せ
M081,2024,11,176,194,
M082,2024,11,160,159,
M083,2024,11,182,181,社内会議
M084,2024,11,165,165,
M085,2024,11,185,176,
M086,2024,11,160,149,
M087,2024,11,182,188,
M088,2024,11,188,207,
M089,2024,11,164,155,
M090,2024,11,174,167,
M091,2024,11,187,191,
M092,2024,11,162,182,
M093,2024,11,179,189,
M094,2024,11,179,201,障害対応
M095,2024,11,178,176,
M096,2024,11,186,208,
M097,2024,11,173,173,
M098,2024,11,173,167,
M100,2024,11,166,186,
M101,2024,11,155,167,
M102,2024,11,173,,
M103,2024,11,178,181,
M104,2024,11,186,191,
M105,2024,11,176,174,
M106,2024,11,172,182,
M107,2024,11,171,159,
M108,2024,11,155,167,
M109,2024,11,166,170,
M110,2024,11,164,173,
M111,2024,11,155,160,
M112,2024,11,167,185,
M113,2024,11,158,161,
M114,2024,11,163,164,
M115,2024,11,180,179,
M116,2024,11,175,173,
M117,2024,11,188,212,
M118,2024,11,157,170,
M119,2024,11,181,164,
M120,2024,11,178,171,
M121,2024,11,163,183,勉強会・研修
M122,2024,11,181,166,
M123,2024,11,188,193,
M124,2024,11,175,187,
M125,2024,11,178,191,
M126,2024,11,178,163,
M127,2024,11,157,166,
M128,2024,11,169,155,
M129,2024,11,186,210,
M130,2024,11,183,201,
M131,2024,11,187,173,
M133,2024,11,186,199,
M134,2024,11,161,156,
M135,2024,11,156,159,
M136,2024,11,159,153,プロジェクトB対応
M137,2024,11,171,168,
M138,2024,11,155,170,
M139,2024,11,167,177,
M140,2024,11,173,183,
M141,2024,11,181,184,
M142,2024,11,172,155,
M143,2024,11,178,184,
M144,2024,11,188,178,
M145,2024,11,182,189,ドキュメント作成
M146,2024,11,157,153,要件定義作業
M147,2024,11,181,173,
M148,2024,11,161,180,
M149,2024,11,181,187,
M150,2024,11,173,160,基本設計
M151,2024,11,183,176,
M152,2024,11,160,147,
M153,2024,11,176,197,
M154,2024,11,155,150,
M155,2024,11,170,161,
M156,2024,11,162,156,
M157,2024,11,176,160,
M158,2024,11,188,201,
M159,2024,11,185,,
M160,2024,11,161,178,
M161,2024,11,172,167,
M162,2024,11,173,187,
M163,2024,11,179,180,
M164,2024,11,180,195,
M165,2024,11,164,161,
M166,2024,11,172,195,
M167,2024,11,180,195,
M168,2024,11,187,175,
M169,2024,11,167,153,
M170,2024,11,187,183,
M172,2024,11,173,197,
M173,2024,11,175,181,
M174,2024,11,,166,
M175,2024,11,178,174,
M176,2024,11,183,174,
M177,2024,11,173,181,
M178,2024,11,179,178,
M179,2024,11,168,156,テスト作業
M180,2024,11,186,210,
M181,2024,11,160,157,
M182,2024,11,184,207,詳細設計
M183,2024,11,163,158,
M184,2024,11,179,169,
M185,2024,11,188,195,
M186,2024,11,162,148,
M187,2024,11,169,182,プロジェクトB対応
M188,2024,11,182,178,
M189,2024,11,160,173,
M190,2024,11,182,181,
M191,2024,11,166,164,
M192,2024,11,187,181,
M193,2024,11,186,193,
M194,2024,11,169,164,
M195,2024,11,171,,
M196,2024,11,180,189,
M197,2024,11,162,157,
M198,2024,11,175,,
M199,2024,11,161,148,社内会議
M200,2024,11,184,177,
M001,2024,12,178,171,テスト作業
M002,2024,12,181,186,
M003,2024,12,196,177,
M004,2024,12,167,167,
M005,2024,12,167,175,
M006,2024,12,175,194,
M007,2024,12,175,188,
M008,2024,12,167,151,
M009,2024,12,171,172,
M010,2024,12,186,183,
M011,2024,12,193,214,
M012,2024,12,190,206,
M013,2024,12,189,180,
M014,2024,12,178,185,
M015,2024,12,171,172,
M016,2024,12,181,181,
M017,2024,12,172,159,
M018,2024,12,183,173,
M019,2024,12,181,204,
M020,2024,12,184,208,
M021,2024,12,182,169,
M022,2024,12,176,180,
M023,2024,12,174,188,
M024,2024,12,188,204,
M025,2024,12,173,192,
M026,2024,12,176,192,
M027,2024,12,171,181,
M028,2024,12,172,155,
M029,2024,12,194,202,
M030,2024,12,175,188,
M031,2024,12,178,173,
M032,2024,12,191,180,
M033,2024,12,175,182,
M034,2024,12,185,173,
M036,2024,12,172,175,
M037,2024,12,191,195,
M038,2024,12,174,157,
M039,2024,12,176,183,
M040,2024,12,172,184,
M041,2024,12,190,173,
M042,2024,12,169,154,
M043,2024,12,194,193,
M044,2024,12,173,192,
M045,2024,12,191,191,
M046,2024,12,171,176,
M047,2024,12,162,176,
M048,2024,12,180,201,
M049,2024,12,183,181,
M050,2024,12,169,176,
M051,2024,12,185,196,
M052,2024,12,165,158,
M053,2024,12,177,165,
M054,2024,12,167,159,
M055,2024,12,189,194,
M056,2024,12,173,175,
M057,2024,12,171,184,
M058,2024,12,164,167,
M059,2024,12,167,190,
M060,2024,12,,173,開発作業
M061,2024,12,195,183,
M062,2024,12,181,176,
M063,2024,12,174,185,
M064,2024,12,162,149,
M065,2024,12,,155,
M067,2024,12,175,198,
M068,2024,12,171,163,
M069,2024,12,175,167,
M070,2024,12,172,184,
M071,2024,12,192,187,
M072,2024,12,175,160,
M073,2024,12,164,175,コードレビュー
M074,2024,12,192,217,
M075,2024,12,189,203,
M076,2024,12,196,184,コードレビュー
M077,2024,12,183,172,詳細設計
M078,2024,12,176,193,
M079,2024,12,178,166,
M080,2024,12,186,178,コードレビュー
M081,2024,12,176,180,
M082,2024,12,170,177,
M083,2024,12,197,181,
M084,2024,12,172,158,
M085,2024,12,169,163,
M086,2024,12,190,199,障害対応
M087,2024,12,192,187,
M088,2024,12,183,203,
M089,2024,12,169,188,
M090,2024,12,196,204,基本設計
M091,2024,12,188,170,
M092,2024,12,197,207,
M093,2024,12,167,173,プロジェクトA対応
M094,2024,12,,171,プロジェクトA対応
M095,2024,12,183,197,開発作業
M096,2024,12,176,163,
M097,2024,12,181,173,
M098,2024,12,174,168,障害対応
M100,2024,12,187,207,
M101,2024,12,165,150,
M102,2024,12,174,180,
M103,2024,12,187,200,
M104,2024,12,173,158,
M105,2024,12,170,173,
M106,2024,12,176,180,
M107,2024,12,191,190,
M108,2024,12,182,200,基本設計
M109,2024,12,197,214,
M110,2024,12,184,209,
M111,2024,12,166,160,
M112,2024,12,185,198,
M113,2024,12,196,202,
M114,2024,12,184,208,
M115,2024,12,195,221,
M116,2024,12,167,152,
M117,2024,12,169,187,開発作業
M118,2024,12,194,184,
M119,2024,12,171,191,
M120,2024,12,185,188,
M121,2024,12,190,192,
M122,2024,12,184,173,
M123,2024,12,169,172,
M124,2024,12,169,188,
M125,2024,12,187,193,
M126,2024,12,193,207,
M127,2024,12,194,199,
M128,2024,12,176,186,
M129,2024,12,167,169,
M130,2024,12,187,210,
M131,2024,12,194,184,
M133,2024,12,195,209,
M134,2024,12,176,199,
M135,2024,12,169,192,
M136,2024,12,185,178,
M137,2024,12,194,,
M138,2024,12,196,199,
M139,2024,12,190,205,
M140,2024,12,181,180,
M141,2024,12,182,180,
M142,2024,12,165,172,
M143,2024,12,167,186,
M144,2024,12,175,178,
M145,2024,12,188,198,ドキュメント作成
M146,2024,12,170,158,
M147,2024,12,185,205,
M148,2024,12,174,158,
M149,2024,12,,190,
M150,2024,12,190,184,
M151,2024,12,172,161,
M152,2024,12,178,172,
M153,2024,12,178,178,
M154,2024,12,194,197,
M155,2024,12,188,182,
M156,2024,12,165,169,
M157,2024,12,168,178,
M158,2024,12,174,197,
M159,2024,12,165,,
M160,2024,12,177,193,テスト作業
M161,2024,12,185,197,
M162,2024,12,162,165,
M163,2024,12,169,171,
M164,2024,12,180,163,
M165,2024,12,179,162,
M166,2024,12,181,198,
M167,2024,12,188,170,
M168,2024,12,188,203,
M169,2024,12,196,188,
M170,2024,12,191,178,
M172,2024,12,,182,
M173,2024,12,175,183,
M174,2024,12,184,175,障害対応
M175,2024,12,192,214,
M176,2024,12,182,185,
M177,2024,12,192,201,
M178,2024,12,181,202,
M179,2024,12,174,,
M180,2024,12,163,157,
M181,2024,12,164,175,
M182,2024,12,169,165,
M183,2024,12,180,193,
M184,2024,12,188,198,
M185,2024,12,195,203,
M186,2024,12,183,171,テスト作業
M187,2024,12,169,160,
M188,2024,12,168,166,
M189,2024,12,194,187,
M190,2024,12,178,200,
M191,2024,12,180,186,
M192,2024,12,190,190,
M193,2024,12,169,174,
M194,2024,12,170,190,
M195,2024,12,194,214,
M196,2024,12,193,177,顧客打合せ
M197,2024,12,169,171,
M198,2024,12,195,182,
M199,2024,12,184,175,
M200,2024,12,186,187,
M001,2025,1,179,191,プロジェクトA対応
M002,2025,1,185,181,
M003,2025,1,197,,
M004,2025,1,166,165,
M005,2025,1,187,195,
M006,2025,1,,187,
M007,2025,1,177,177,
M008,2025,1,190,193,
M009,2025,1,177,167,
M010,2025,1,174,189,
M011,2025,1,186,179,
M012,2025,1,167,152,
M013,2025,1,169,162,
M014,2025,1,184,200,
M015,2025,1,164,157,
M016,2025,1,177,179,
M017,2025,1,175,172,
M018,2025,1,177,183,
M019,2025,1,176,177,
M020,2025,1,165,151,
M021,2025,1,191,181,
M022,2025,1,166,154,
M023,2025,1,192,211,
M024,2025,1,195,189,
M025,2025,1,181,204,
M026,2025,1,168,173,
M027,2025,1,162,170,
M028,2025,1,162,178,
M029,2025,1,184,178,
M030,2025,1,191,198,
M031,2025,1,172,159,コードレビュー
M032,2025,1,182,207,
M033,2025,1,186,183,テスト作業
M034,2025,1,173,196,
M036,2025,1,182,205,
M037,2025,1,191,182,
M038,2025,1,187,181,
M039,2025,1,191,199,
M040,2025,1,162,150,
M041,2025,1,165,154,勉強会・研修
M042,2025,1,168,174,
M043,2025,1,175,185,
M044,2025,1,189,179,
M045,2025,1,187,173,
M046,2025,1,176,184,
M047,2025,1,172,175,
M048,2025,1,190,188,
M049,2025,1,187,192,
M050,2025,1,186,196,
M051,2025,1,174,,
M052,2025,1,183,168,
M053,2025,1,174,173,
M054,2025,1,189,214,
M055,2025,1,191,192,
M056,2025,1,180,202,
M057,2025,1,164,181,
M058,2025,1,183,177,
M059,2025,1,180,190,
M060,2025,1,174,174,
M061,2025,1,195,180,
M062,2025,1,180,200,
M063,2025,1,185,197,
M064,2025,1,188,188,
M065,2025,1,186,175,
M067,2025,1,172,186,
M068,2025,1,184,178,
M069,2025,1,187,205,
M070,2025,1,191,207,
M071,2025,1,171,182,
M072,2025,1,180,194,
M073,2025,1,164,183,
M074,2025,1,181,187,
M075,2025,1,165,175,
M076,2025,1,164,179,
M077,2025,1,173,176,
M078,2025,1,164,167,
M079,2025,1,185,200,
M080,2025,1,193,220,
M081,2025,1,187,194,
M082,2025,1,172,162,
M083,2025,1,174,170,
M084,2025,1,,197,開発作業
M085,2025,1,184,193,
M086,2025,1,194,198,
M087,2025,1,193,195,
M088,2025,1,181,202,ドキュメント作成
M089,2025,1,193,180,
M090,2025,1,193,178,
M091,2025,1,163,151,
M092,2025,1,178,170,
M093,2025,1,193,199,
M094,2025,1,167,181,
M095,2025,1,164,168,
M096,2025,1,196,,
M097,2025,1,173,166,
M098,2025,1,185,182,
M100,2025,1,195,218,
M101,2025,1,179,197,
M102,2025,1,193,,
M103,2025,1,183,165,顧客打合せ
M104,2025,1,162,150,
M105,2025,1,187,198,
M106,2025,1,187,195,
M107,2025,1,188,,
M108,2025,1,174,177,
M109,2025,1,173,180,
M110,2025,1,188,205,
M111,2025,1,194,196,
M112,2025,1,163,182,
M113,2025,1,197,214,
M114,2025,1,197,,
M115,2025,1,180,176,
M116,2025,1,197,214,
M117,2025,1,177,171,
M118,2025,1,164,161,
M119,2025,1,183,177,
M120,2025,1,191,198,
M121,2025,1,179,199,要件定義作業
M122,2025,1,170,188,
M123,2025,1,189,214,
M124,2025,1,180,205,
M125,2025,1,186,190,
M126,2025,1,192,196,
M127,2025,1,178,192,
M128,2025,1,179,204,
M129,2025,1,195,219,
M130,2025,1,174,162,
M131,2025,1,183,168,
M133,2025,1,166,185,
M134,2025,1,181,,
M135,2025,1,186,195,引継ぎ作業
M136,2025,1,163,182,
M137,2025,1,183,173,
M138,2025,1,185,198,
M139,2025,1,190,180,
M140,2025,1,185,207,
M141,2025,1,178,172,
M142,2025,1,197,189,
M143,2025,1,187,197,
M144,2025,1,194,194,
M145,2025,1,186,193,
M146,2025,1,174,161,テスト作業
M147,2025,1,163,168,
M148,2025,1,170,181,
M149,2025,1,167,167,
M150,2025,1,189,188,
M151,2025,1,188,183,
M152,2025,1,176,177,社内会議
M153,2025,1,195,216,
M154,2025,1,192,191,
M155,2025,1,,152,
M156,2025,1,183,,
M157,2025,1,178,182,
M158,2025,1,178,161,
M159,2025,1,171,180,社内会議
M160,2025,1,167,156,
M161,2025,1,190,216,開発作業
M162,2025,1,197,217,
M163,2025,1,181,171,
M164,2025,1,195,200,
M165,2025,1,171,170,
M166,2025,1,173,159,
M167,2025,1,172,181,
M168,2025,1,167,160,
M169,2025,1,,204,
M170,2025,1,179,164,
M172,2025,1,176,172,
M173,2025,1,194,191,
M174,2025,1,163,171,
M175,2025,1,170,155,
M176,2025,1,162,162,
M177,2025,1,172,159,
M178,2025,1,179,185,
M179,2025,1,191,172,
M180,2025,1,,173,
M181,2025,1,172,193,
M182,2025,1,189,209,
M183,2025,1,171,165,
M184,2025,1,182,200,
M185,2025,1,171,183,リリース対応
M186,2025,1,165,183,
M187,2025,1,182,194,
M188,2025,1,184,166,
M189,2025,1,183,192,
M190,2025,1,163,169,
M191,2025,1,195,200,
M192,2025,1,190,173,
M193,2025,1,167,184,
M194,2025,1,197,224,
M195,2025,1,179,171,
M196,2025,1,186,203,
M197,2025,1,191,179,
M198,2025,1,192,208,
M199,2025,1,180,165,基本設計
M200,2025,1,165,168,
M001,2025,2,152,160,
M002,2025,2,161,167,
M003,2025,2,140,131,ドキュメント作成
M004,2025,2,139,154,
M005,2025,2,141,146,
M006,2025,2,153,171,
M007,2025,2,142,148,
M008,2025,2,156,153,
M009,2025,2,157,143,
M010,2025,2,159,175,
M011,2025,2,138,128,
M012,2025,2,,125,
M013,2025,2,137,137,
M014,2025,2,143,145,
M015,2025,2,147,153,
M016,2025,2,161,179,
M017,2025,2,156,,
M018,2025,2,159,168,
M019,2025,2,158,169,
M020,2025,2,156,141,
M021,2025,2,146,142,
M022,2025,2,144,157,
M023,2025,2,133,140,
M024,2025,2,161,154,
M025,2025,2,146,156,
M026,2025,2,152,142,
M027,2025,2,146,150,
M028,2025,2,159,177,
M029,2025,2,136,131,
M030,2025,2,148,146,
M031,2025,2,156,147,
M032,2025,2,160,145,
M033,2025,2,152,170,
M034,2025,2,153,162,
M036,2025,2,134,146,
M037,2025,2,154,147,基本設計
M038,2025,2,136,154,
M039,2025,2,139,132,
M040,2025,2,145,135,
M041,2025,2,135,133,
M042,2025,2,142,131,
M043,2025,2,156,157,
M044,2025,2,133,136,
M045,2025,2,160,160,
M046,2025,2,144,150,
M047,2025,2,133,151,
M048,2025,2,150,138,
M049,2025,2,152,171,
M050,2025,2,161,,
M051,2025,2,154,140,
M052,2025,2,142,160,
M053,2025,2,134,135,
M054,2025,2,160,170,
M055,2025,2,137,143,
M056,2025,2,139,152,
M057,2025,2,141,137,
M058,2025,2,148,165,
M059,2025,2,156,143,
M060,2025,2,141,136,
M061,2025,2,161,,
M062,2025,2,157,177,
M063,2025,2,140,144,
M064,2025,2,156,144,
M065,2025,2,142,152,
M067,2025,2,147,140,
M068,2025,2,161,148,
M069,2025,2,149,147,
M070,2025,2,146,138,プロジェクトB対応
M071,2025,2,153,166,
M072,2025,2,149,155,
M073,2025,2,135,123,
M074,2025,2,150,139,
M075,2025,2,145,153,
M076,2025,2,136,154,
M077,2025,2,144,142,
M078,2025,2,143,140,
M079,2025,2,154,143,
M080,2025,2,146,147,
M081,2025,2,161,167,
M082,2025,2,160,168,
M083,2025,2,138,156,
M084,2025,2,152,,
M085,2025,2,147,166,
M086,2025,2,135,137,
M087,2025,2,160,174,
M088,2025,2,,157,
M089,2025,2,137,142,
M090,2025,2,135,136,
M091,2025,2,160,145,
M092,2025,2,146,135,
M093,2025,2,149,161,
M094,2025,2,157,150,
M095,2025,2,143,145,
M096,2025,2,156,141,
M097,2025,2,140,141,
M098,2025,2,154,168,
M100,2025,2,144,137,
M101,2025,2,,138,基本設計
M102,2025,2,139,138,
M103,2025,2,161,170,
M104,2025,2,150,154,
M105,2025,2,140,143,
M106,2025,2,147,161,
M107,2025,2,,153,障害対応
M108,2025,2,149,162,
M109,2025,2,139,134,
M110,2025,2,154,151,
M111,2025,2,153,150,
M112,2025,2,155,168,
M113,2025,2,,,
M114,2025,2,136,137,
M115,2025,2,139,126,
M116,2025,2,135,144,
M117,2025,2,161,155,
M118,2025,2,149,169,
M119,2025,2,136,147,
M120,2025,2,140,130,
M121,2025,2,160,158,
M122,2025,2,136,132,
M123,2025,2,161,162,
M124,2025,2,154,174,
M125,2025,2,145,133,
M126,2025,2,138,142,
M127,2025,2,138,143,
M128,2025,2,152,155,
M129,2025,2,145,153,開発作業
M130,2025,2,159,161,
M131,2025,2,161,169,
M133,2025,2,156,159,
M134,2025,2,159,153,
M135,2025,2,154,174,
M136,2025,2,158,173,
M137,2025,2,151,136,
M138,2025,2,145,132,
M139,2025,2,156,155,
M140,2025,2,150,166,
M141,2025,2,152,164,
M142,2025,2,158,158,
M143,2025,2,157,148,
M144,2025,2,140,156,
M145,2025,2,148,168,
M146,2025,2,139,149,
M147,2025,2,137,147,
M148,2025,2,134,123,
M149,2025,2,158,148,
M150,2025,2,153,165,
M151,2025,2,150,151,
M152,2025,2,156,156,
M153,2025,2,142,129,
M154,2025,2,152,171,プロジェクトB対応
M155,2025,2,150,141,
M156,2025,2,158,180,
M157,2025,2,161,166,
M158,2025,2,147,138,
M159,2025,2,139,136,
M160,2025,2,141,160,
M161,2025,2,149,151,
M162,2025,2,133,131,
M163,2025,2,143,143,
M164,2025,2,152,164,
M165,2025,2,161,152,
M166,2025,2,155,157,
M167,2025,2,154,167,
M168,2025,2,158,169,
M169,2025,2,135,124,
M170,2025,2,142,141,
M172,2025,2,153,,
M173,2025,2,137,146,
M174,2025,2,150,143,
M175,2025,2,143,138,コードレビュー
M176,2025,2,150,151,
M177,2025,2,160,144,
M178,2025,2,159,168,
M179,2025,2,150,168,
M180,2025,2,138,152,
M181,2025,2,150,152,
M182,2025,2,142,146,
M183,2025,2,136,130,
M184,2025,2,160,178,
M185,2025,2,146,157,
M186,2025,2,146,132,
M187,2025,2,144,144,
M188,2025,2,138,126,
M189,2025,2,136,149,
M190,2025,2,144,153,
M191,2025,2,157,159,
M192,2025,2,140,138,
M193,2025,2,149,158,
M194,2025,2,156,142,
M195,2025,2,142,151,
M196,2025,2,133,135,プロジェクトB対応
M197,2025,2,159,160,
M198,2025,2,159,170,
M199,2025,2,,156,
M200,2025,2,155,156,
M001,2025,3,165,161,
M002,2025,3,175,182,
M003,2025,3,170,180,
M004,2025,3,181,172,
M005,2025,3,190,208,社内会議
M006,2025,3,170,175,
M007,2025,3,,178,
M008,2025,3,189,199,
M009,2025,3,165,184,
M010,2025,3,172,191,
M011,2025,3,168,160,顧客打合せ
M012,2025,3,167,170,要件定義作業
M013,2025,3,164,,
M014,2025,3,195,194,
M015,2025,3,169,171,
M016,2025,3,172,171,
M017,2025,3,168,169,
M018,2025,3,173,167,
M019,2025,3,166,180,テスト作業
M020,2025,3,173,195,
M021,2025,3,196,200,基本設計
M022,2025,3,196,200,
M023,2025,3,187,213,
M024,2025,3,164,185,
M025,2025,3,194,181,
M026,2025,3,,204,
M027,2025,3,187,208,
M028,2025,3,181,169,
M029,2025,3,186,182,
M030,2025,3,178,196,
M031,2025,3,183,180,
M032,2025,3,163,155,
M033,2025,3,185,189,
M034,2025,3,193,202,
M036,2025,3,167,163,
M037,2025,3,186,173,
M038,2025,3,162,165,
M039,2025,3,170,153,
M040,2025,3,191,212,
M041,2025,3,194,192,
M042,2025,3,170,192,
M043,2025,3,178,161,
M044,2025,3,163,,障害対応
M045,2025,3,191,182,
M046,2025,3,172,189,
M047,2025,3,195,177,
M048,2025,3,179,180,
M049,2025,3,171,182,
M050,2025,3,166,188,
M051,2025,3,192,208,
M052,2025,3,191,,
M053,2025,3,165,158,
M054,2025,3,183,196,
M055,2025,3,192,207,
M056,2025,3,196,208,
M057,2025,3,163,166,
M058,2025,3,185,206,
M059,2025,3,186,195,
M060,2025,3,176,195,勉強会・研修
M061,2025,3,184,199,
M062,2025,3,178,185,
M063,2025,3,194,,
M064,2025,3,185,179,
M065,2025,3,196,197,ドキュメント作成
M067,2025,3,,184,
M068,2025,3,189,180,開発作業
M069,2025,3,188,209,
M070,2025,3,171,185,
M071,2025,3,188,209,
M072,2025,3,192,188,
M073,2025,3,170,160,
M074,2025,3,194,220,
M075,2025,3,193,217,
M076,2025,3,186,169,
M077,2025,3,163,,
M078,2025,3,172,158,
M079,2025,3,183,207,
M080,2025,3,191,193,
M081,2025,3,171,156,
M082,2025,3,185,192,
M083,2025,3,194,194,
M084,2025,3,172,157,リリース対応
M085,2025,3,179,198,
M086,2025,3,192,207,
M087,2025,3,171,174,
M088,2025,3,192,202,
M089,2025,3,175,180,
M090,2025,3,197,217,
M091,2025,3,163,148,
M092,2025,3,169,163,
M093,2025,3,,199,
M094,2025,3,184,187,
M095,2025,3,191,195,
M096,2025,3,191,177,
M097,2025,3,164,158,コードレビュー
M098,2025,3,175,160,コードレビュー
M100,2025,3,165,182,
M101,2025,3,172,195,
M102,2025,3,168,186,
M103,2025,3,168,189,
M104,2025,3,175,170,
M105,2025,3,173,170,詳細設計
M106,2025,3,184,175,
M107,2025,3,175,188,
M108,2025,3,182,181,
M109,2025,3,195,207,
M110,2025,3,169,173,
M111,2025,3,164,166,
M112,2025,3,172,187,
M113,2025,3,196,189,
M114,2025,3,174,180,
M115,2025,3,182,,
M116,2025,3,168,175,
M117,2025,3,180,170,
M118,2025,3,170,155,
M119,2025,3,172,171,
